date,OT,Weekly East Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly New England (PADD 1A) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Central Atlantic (PADD 1B) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Lower Atlantic (PADD 1C) All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Midwest All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Gulf Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly Rocky Mountain All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly West Coast All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),search_fact,search_fact_summary_gpt_5_2
1993-09-06,1.055,1.037,1.065,1.065,1.02,1.029,1.06,1.108,1.154,"Objective facts about the Economy and Energy situation: 
The cost of fuel is a significant factor in the total cost of rulemaking for ultralight vehicles in the United States .","Fuel costs were highlighted as a significant component of overall costs in U.S. rulemaking for ultralight vehicles, indicating that fuel price levels materially affect compliance and operating cost calculations."
1993-09-13,1.051,1.034,1.068,1.063,1.016,1.02,1.054,1.108,1.154,"The United States had various economic and energy-related activities in 1993, including discussions on tuition prices, NOx emissions from process heaters, Pigouvian tax on gasoline, and the national information infrastructure.","The articles reference 1993 discussions on U.S. gasoline policy (including a proposed Pigouvian tax on gasoline) and environmental regulation topics such as NOx emissions from process heaters. They also mention broader 1993 economic themes like tuition prices and the national information infrastructure, with no specific near-term data on gasoline supply, demand, inventories, refinery operations, or crude prices."
1993-09-20,1.045,1.028,1.063,1.059,1.009,1.009,1.05,1.093,1.165,"The United States was involved in various economy and energy-related activities in September 1993, including investment in fuel expansion, oil price fluctuations, and natural gas development.","In September 1993, the U.S. saw activity relevant to fuel markets including investment in fuel expansion and natural gas development. Oil prices fluctuated during the period."
1993-09-27,1.047,1.024,1.06,1.057,1.003,1.016,1.042,1.132,1.171,"Sunflower oil has been researched as a potential diesel fuel substitute, since sunflower oil has an energy content equivalent to 93 percent of number 2 U.S. diesel fuel.","Research found sunflower oil has been evaluated as a potential diesel fuel substitute, with an energy content about 93% of No. 2 U.S. diesel fuel."
1993-10-04,1.092,1.068,1.101,1.104,1.047,1.063,1.086,1.155,1.22,The United States consumes 20% of the world's oil produced.,"The United States consumes about 20% of global oil production, indicating U.S. demand is a major driver of oil-market balance and a key input to gasoline price dynamics."
1993-10-11,1.09,1.064,1.092,1.102,1.042,1.065,1.081,1.144,1.215,The price of gasoline increased due to U.N. sanctions in Haiti in 1993.,"Gasoline prices rose in 1993 following the imposition of U.N. sanctions on Haiti, indicating supply and trade disruptions associated with international sanctions can contribute to higher fuel prices."
1993-10-18,1.093,1.063,1.093,1.1,1.041,1.078,1.078,1.149,1.209,"The United States government has taken executive actions related to energy and economy, such as Executive Order 12873, which aims to reduce energy consumption and promote energy efficiency.","The U.S. government cited executive actions such as Executive Order 12873 aimed at reducing energy consumption and promoting energy efficiency. No specific near-term measures affecting gasoline supply, refining, crude oil production, or fuel taxes were mentioned."
1993-10-25,1.092,1.061,1.091,1.1,1.039,1.074,1.073,1.202,1.202,The rate of inflation in 1993 was 2.9% as measured by the consumer price index. The fiscal deficit rose to US$ 290 billion in 1993.,The 1993 consumer price index inflation rate was 2.9%. The U.S. fiscal deficit increased to $290 billion in 1993.
1993-11-01,1.084,1.057,1.087,1.099,1.034,1.062,1.069,1.186,1.198,"The agreement to fix, raise or maintain retail gasoline prices is a crime, even if it was never carried out.","An agreement among parties to fix, raise, or maintain retail gasoline prices is a criminal act even if the plan is never implemented, highlighting ongoing legal enforcement risk against potential price-collusion in gasoline retail markets."
1993-11-08,1.075,1.053,1.081,1.097,1.029,1.051,1.062,1.169,1.186,"In 1993, the price of a gallon of gasoline in the United States was high, with gas prices rising nearly 5 percent for the second time.","In 1993, U.S. gasoline prices rose nearly 5% for the second time, indicating another notable increase in the per-gallon price during that period."
1993-11-15,1.064,1.048,1.081,1.09,1.025,1.034,1.052,1.158,1.176,"The cost of gasoline and oil in 1990 was estimated to be $0.054/mile, and maintenance and tire costs were estimated to be $0.03/mile.","The article provides a historical estimate for 1990 vehicle operating costs: gasoline and oil at about $0.054 per mile and maintenance and tires at about $0.03 per mile. No current gasoline price, crude oil market, refinery, demand, or supply information is provided."
1993-11-22,1.058,1.043,1.076,1.085,1.019,1.026,1.044,1.171,1.167,"The United States was experiencing a gasoline shortage in 1979, which led to the development of oil stations as a way to deal with the shortage.","The article notes that the U.S. experienced a gasoline shortage in 1979, which contributed to the development of oil stations as a response to the shortage. No current-week data on crude supply, refinery operations, inventories, demand, or pricing was provided."
1993-11-29,1.051,1.038,1.074,1.081,1.013,1.017,1.04,1.158,1.158,"The U.S. economy is affected by the cost of inputs such as crude oil, gasoline, heating oil, diesel, and propane.","U.S. economic activity and costs are influenced by energy input prices, including crude oil, gasoline, heating oil, diesel, and propane."
1993-12-06,1.036,1.028,1.064,1.071,1.003,0.994,1.03,1.154,1.147,"The United States experienced two oil price crises in the 1970s, which led to economic troubles and debt.","The article notes that the U.S. faced two oil price crises in the 1970s that contributed to broader economic troubles and increased debt. It provides historical context on oil price shocks but includes no current supply, demand, refinery, inventory, or policy details directly relevant to near-term U.S. gasoline price forecasting."
1993-12-13,1.018,1.015,1.055,1.064,0.986,0.969,1.014,1.135,1.134,The price of gasoline in the United States is affected by the cost of crude oil.,U.S. gasoline prices are influenced by the cost of crude oil.
1993-12-20,1.003,1.004,1.047,1.056,0.974,0.948,1.001,1.115,1.122,The price of crude oil imports to the United States and wellhead natural gas prices are compared to the drilling cost index.,"U.S. crude oil import prices and wellhead natural gas prices were presented in comparison with a drilling cost index. The material focuses on the relationship between upstream price levels and drilling costs, which can influence domestic fuel supply conditions."
1993-12-27,0.999,0.997,1.04,1.051,0.966,0.949,0.993,1.098,1.12,"The Omnibus Budget Reconciliation Act of 1993 was enacted by the US Congress on August 10, 1993, which included price support between the purchase prices of oil shale claims.","The Omnibus Budget Reconciliation Act of 1993 was enacted on August 10, 1993, and included provisions for price support related to the purchase prices of oil shale claims."
1994-01-03,0.992,0.992,1.037,1.044,0.962,0.939,0.989,1.085,1.117,The United States Department of the Interior's Office assessed whether oil pollution regulations are applicable to certain situations.,"The U.S. Department of the Interior’s Office reviewed whether existing oil pollution regulations apply to certain situations, indicating potential regulatory clarification or changes affecting oil spill compliance requirements."
1994-01-10,0.995,0.989,1.036,1.041,0.958,0.956,0.984,1.065,1.111,"The cost of operating a machine, including fuel, oil, grease, and operator labor, is normally included in a custom hire operation.","Custom hire operating costs typically bundle fuel (along with oil, grease, and operator labor) into the overall machine operating rate, rather than itemizing fuel separately."
1994-01-17,1.001,0.987,1.036,1.033,0.958,0.974,0.982,1.092,1.105,"The Northridge earthquake on January 17, 1994, caused significant damage to natural-gas connections, resulting in a high cost to repair and replace them.","The January 17, 1994 Northridge earthquake caused significant damage to natural-gas connections, leading to high repair and replacement costs."
1994-01-24,0.999,0.985,1.032,1.03,0.957,0.972,0.981,1.075,1.104,"The oil price was a significant factor in the economy in 1994, with rising international interest rates and oil price changes affecting the market.","In 1994, oil prices were a significant economic factor, with changes in oil prices and rising international interest rates affecting overall market conditions."
1994-01-31,1.005,0.984,1.028,1.031,0.955,0.989,0.983,1.063,1.104,"Average residential prices for utility (piped) gas, electricity, and fuel oil in the US were tracked in 1994.","In 1994, the U.S. tracked average residential prices for utility (piped) natural gas, electricity, and fuel oil. The content provides historical household energy price tracking but includes no specific information on gasoline prices or contemporaneous crude/refined product market conditions."
1994-02-07,1.007,0.989,1.028,1.035,0.962,0.989,0.986,1.056,1.105,The International Monetary Fund (IMF) reported on oil commodity prices and long-term developments in 1994.,"The IMF’s 1994 report reviewed oil commodity price trends and long-term developments in global oil markets, providing historical context on factors influencing crude prices. No specific current-week supply, demand, refinery, or inventory information relevant to near-term U.S. gasoline price forecasting was indicated."
1994-02-14,1.016,0.996,1.033,1.038,0.972,1.001,0.992,1.097,1.106,The oil-price shock was matched by a bigger increase in gold prices.,"Oil prices experienced a sharp shock during the week, while gold prices rose even more in relative terms. The piece provides no additional details on U.S. gasoline supply, refinery operations, inventories, or demand that would directly inform gasoline price forecasting."
1994-02-21,1.009,0.997,1.035,1.04,0.972,0.984,0.985,1.073,1.11,The United States had a goal of reducing dependence on foreign petroleum imports in the 1990s .,"The U.S. aimed in the 1990s to reduce dependence on foreign petroleum imports, signaling policy focus on lowering exposure to international crude supply and price volatility that can influence domestic gasoline costs."
1994-02-28,1.004,0.996,1.036,1.038,0.97,0.975,0.981,1.062,1.112,The average price of crude corn oil from 1981 to 1994 is provided in a report by the EPA.,"An EPA report provides historical data on the average price of crude corn oil from 1981 to 1994. No information is provided on current crude oil markets, gasoline supply/demand, refining capacity, inventories, or retail gasoline prices."
1994-03-07,1.007,0.994,1.041,1.036,0.968,0.988,0.978,1.042,1.108,"The oil prices in 1994 were at a low level, with crude oil prices reaching their lowest level in five years in December 1993 and gasoline hitting a seven-year low.","Crude oil prices were low in 1994, having fallen to a five-year low in December 1993, and gasoline prices reached a seven-year low around the same period."
1994-03-14,1.005,0.993,1.038,1.034,0.968,0.981,0.976,1.089,1.109,"The fuel sources for power generation in the US in 1993 were 26.5% gas, 6.4% oil, 50.3% nuclear, 16.4% coal, and 0.4% hydro.","In 1993, U.S. power generation fuel shares were 26.5% natural gas, 6.4% oil, 50.3% nuclear, 16.4% coal, and 0.4% hydro. The data indicates oil accounted for a relatively small portion of power-sector fuel use that year."
1994-03-21,1.007,0.992,1.034,1.031,0.969,0.984,0.981,1.064,1.115,"The Federal Open Market Committee meeting on March 22, 1994, discussed the increase in producer prices, mainly due to higher prices of gasoline and heating oil, which offset the decline in food prices.","The March 22, 1994 FOMC meeting noted that producer prices rose, largely driven by higher gasoline and heating oil prices, which outweighed declines in food prices."
1994-03-28,1.012,0.996,1.033,1.029,0.975,0.992,0.995,1.036,1.114,"The economy and financial markets in the March quarter of 1994 showed a good result, helped by lower world oil prices, which pushed down both retail fuel prices and production costs.","Lower world oil prices in the March quarter of 1994 reduced retail fuel prices and production costs, supporting stronger economic and financial-market performance."
1994-04-04,1.011,0.996,1.032,1.027,0.976,0.989,0.999,1.027,1.115,"The price of oil and gas was a concern in 1994, with people stockpiling oil, canned food, and non-perishable milk in anticipation of emergencies.","In 1994, concerns about oil and gas prices led some people to stockpile oil, canned food, and non-perishable milk in anticipation of emergencies. The article provides historical context on consumer anxiety but includes no specific data on supply, demand, refining, inventories, or current price drivers relevant to forecasting U.S. gasoline prices."
1994-04-11,1.028,1.004,1.033,1.028,0.988,1.019,1.01,1.081,1.117,The hydrocracking process can be used to produce middle distillate and low-sulfur fuel oil from vacuum gas oil feedstock.,"Hydrocracking of vacuum gas oil can produce middle distillates and low-sulfur fuel oil, indicating a refining pathway that can shift output toward diesel/jet-type products rather than gasoline. The article provides no specific information on current U.S. refinery operations, capacity, outages, crude supply, demand, or price movements relevant to near-term gasoline prices."
1994-04-18,1.033,1.008,1.036,1.035,0.992,1.025,1.015,1.059,1.128,The oil embargo of 1973 had an impact on the economy and energy prices.,"The 1973 oil embargo disrupted oil supply, contributing to higher energy prices and broader economic impacts. It is cited as a major historical event linking supply shocks to increases in fuel costs, including gasoline."
1994-04-25,1.037,1.013,1.039,1.04,0.996,1.029,1.021,1.039,1.133,"The economic value of incremental smallwood production is based on the energy equivalent, with a border price for oil at US$11.23 per cubic meter in 1994.","A report on incremental smallwood production values it based on energy equivalence, citing a 1994 border price for oil of US$11.23 per cubic meter. No current U.S. crude, refinery, or fuel-market supply/demand information relevant to forecasting U.S. gasoline prices is provided."
1994-05-02,1.04,1.017,1.043,1.049,0.998,1.029,1.024,1.039,1.14,,
1994-05-09,1.045,1.018,1.046,1.051,0.999,1.036,1.024,1.104,1.142,The state of California is concerned about the environment and economic disruptions caused by instability in the petroleum market.,California officials expressed concern that volatility and instability in petroleum markets could lead to environmental harm and economic disruptions in the state.
1994-05-16,1.046,1.021,1.057,1.055,1.0,1.034,1.025,1.091,1.146,"The United States Army Medical Materiel Agency, Pacific, is involved in the redistribution of assets, including fuel oils, as of May 19, 1994.","The United States Army Medical Materiel Agency, Pacific, was redistributing assets as of May 19, 1994, including fuel oils. No details were provided on volumes, locations, or market impacts relevant to U.S. gasoline supply or prices."
1994-05-23,1.05,1.023,1.061,1.058,1.001,1.045,1.023,1.069,1.15,Plummeting world oil prices reduced government revenues by 60 percent in the early 1980s and have remained depressed.,"Plummeting global oil prices cut government revenues by about 60% in the early 1980s, and prices remained depressed thereafter."
1994-05-30,1.056,1.028,1.066,1.069,1.003,1.053,1.028,1.076,1.152,The price of natural gas from old fields is represented by the price of oil in the World Bank model.,"The World Bank model assumes the price of natural gas produced from older fields is linked to, and represented by, the price of oil. This implies oil price movements may be used as a proxy for certain natural-gas supply costs in that modeling framework."
1994-06-06,1.065,1.036,1.071,1.077,1.012,1.059,1.037,1.135,1.163,"Objective facts about the Economy and Energy situation:
The cost of delivered No. 2 fuel oil is mentioned in the Energy Engineering Analysis Program. 
The overall cost of insurance is not regarded as a part of the production cost structure when pricing is decided. 
Oil prices are mentioned as a factor in the North Sea experience.",The articles note that delivered No. 2 fuel oil costs are tracked in the Energy Engineering Analysis Program and that oil prices were a factor in the North Sea experience. They also state that overall insurance costs are not treated as part of the production cost structure when pricing is set.
1994-06-13,1.073,1.044,1.078,1.084,1.021,1.067,1.049,1.126,1.166,"The nominal price of a barrel of oil is affected by various factors, including the availability of alternative fuels and government policies.","Oil prices (a key input to U.S. gasoline prices) are influenced by the availability of alternative fuels and by government policies, which can affect supply, demand, and pricing dynamics in the petroleum market."
1994-06-20,1.079,1.05,1.087,1.089,1.028,1.075,1.051,1.128,1.17,"The rates of pay for certain positions in the United States Code are being adjusted, with consideration for the cost of gasoline and oil.","Certain federal pay rates in the United States Code are being adjusted, and the adjustment process explicitly considers the cost of gasoline and oil."
1994-06-27,1.095,1.062,1.096,1.1,1.04,1.097,1.067,1.156,1.179,"The largest chemical company in the U.S. produces oil, natural gas, and gasoline.","The largest U.S. chemical company produces oil, natural gas, and gasoline, indicating it participates in fuel supply alongside chemicals. No additional details were provided on production volumes, refinery operations, outages, inventories, or pricing that would directly inform near-term U.S. gasoline price forecasting."
1994-07-04,1.097,1.068,1.105,1.106,1.044,1.095,1.072,1.142,1.184,"The United States had fewer than 2 million farmers in 1994, and they were considered price-takers, not price-makers.","In 1994, the United States had fewer than 2 million farmers who were considered price-takers rather than price-makers. No gasoline-specific information (e.g., crude oil, refinery operations, fuel demand, inventories, policy, or taxes) was provided."
1994-07-11,1.103,1.07,1.105,1.109,1.046,1.099,1.072,1.194,1.195,"From 1979 to 1982, the real gasoline price grew by 170%.","From 1979 to 1982, inflation-adjusted (real) U.S. gasoline prices increased by about 170%, indicating a period of extremely rapid price escalation."
1994-07-18,1.109,1.074,1.108,1.118,1.049,1.109,1.079,1.179,1.199,The United States has experienced sudden and steep oil price increases in the early 1970s.,"The article notes that the United States experienced sudden and steep oil price increases in the early 1970s, indicating a period of significant crude oil price volatility that can affect gasoline prices. No specific current-week supply, demand, refinery, inventory, or price data is provided."
1994-07-25,1.114,1.079,1.112,1.123,1.054,1.119,1.081,1.163,1.205,"The United States government has regulations in place for environmental protection, including those related to oil and gas.","The article notes that the U.S. government enforces environmental protection regulations affecting oil and gas activities. No specific policy changes, timelines, or market impacts are provided."
1994-08-01,1.13,1.089,1.122,1.134,1.063,1.14,1.096,1.215,1.215,The practice of excluding petrol from inflation measures arose during the OPEC oil price shocks of the 1970s.,"The article notes that petrol has often been excluded from inflation measures, a practice that began during the 1970s OPEC oil price shocks when oil and gasoline prices became highly volatile."
1994-08-08,1.157,1.113,1.148,1.154,1.089,1.175,1.126,1.235,1.223,"Between 1977 and 1984, the Point Lisas complex cost US$2,500 million to establish, with the government borrowing up to 75 per cent of its investments.","The Point Lisas complex was established between 1977 and 1984 at a cost of about US$2.5 billion, with the government borrowing up to 75% of its investment."
1994-08-15,1.161,1.124,1.162,1.165,1.1,1.172,1.132,1.234,1.225,"The price of oil was $20/barrel in 1994, which translates to a gasoline price of $0.73/gallon.","Oil averaged about $20 per barrel in 1994, corresponding to roughly $0.73 per gallon of gasoline."
1994-08-22,1.165,1.127,1.166,1.167,1.103,1.179,1.134,1.23,1.227,"Natural gas prices plunged to a two-year low on August 25, 1994.","Natural gas prices fell to a two-year low on August 25, 1994. No additional details were provided on the drivers of the decline or any direct links to crude oil, refining, or U.S. gasoline markets."
1994-08-29,1.161,1.126,1.167,1.168,1.1,1.164,1.134,1.293,1.227,"Energy Secretary Hazel O'Leary, who regulated oil and gas prices in the late 1970s, is now heading the Economic Regulatory Administration.","Energy Secretary Hazel O’Leary, who previously regulated oil and gas prices in the late 1970s, has been appointed to lead the Economic Regulatory Administration, signaling potential changes in federal oversight of oil and gas pricing."
1994-09-05,1.156,1.122,1.164,1.163,1.098,1.158,1.131,1.282,1.227,"The following facts are related to Economy and Energy:
Fuel prices were a concern in 1994, with widespread strikes in some countries. 
There were discussions about fair compensation and prices in contracts for construction of buildings and facilities. 
Petrol and diesel prices were being tracked in India in 1994.","In 1994, fuel prices were a notable public concern, with widespread strikes in some countries and petrol/diesel prices being tracked in India. Separate discussions that week focused on fair compensation and pricing terms in construction contracts for buildings and facilities."
1994-09-12,1.15,1.121,1.16,1.163,1.096,1.145,1.129,1.266,1.226,The price of oil in 1994 averaged $31 a barrel.,"In 1994, the average price of oil was $31 per barrel, providing a historical benchmark for crude oil costs that influence gasoline prices."
1994-09-19,1.14,1.116,1.152,1.157,1.091,1.128,1.123,1.249,1.225,"Objective facts about the Economy and Energy situation:
Crude oil and coal prices are determined by international markets. 
Sugar prices tumbled following the second oil shock in 1979.","Crude oil prices are set by international markets, implying U.S. gasoline prices are heavily influenced by global crude price movements. The articles also note that sugar prices fell after the 1979 second oil shock, indicating cross-commodity price impacts during major energy market disruptions."
1994-09-26,1.129,1.111,1.146,1.155,1.085,1.11,1.114,1.23,1.222,"Objective facts about the Economy and Energy situation: 
Delta Air Lines' fuel consumption in 1994 was sensitive to changes in jet fuel prices, with a one-cent change affecting costs by approximately $25 million.","Delta Air Lines reported that its 1994 fuel consumption made it highly sensitive to jet fuel price changes, with each 1-cent move in jet fuel prices affecting annual fuel costs by about $25 million. This highlights the magnitude of demand-side cost exposure to refined product price changes, though it provides no direct current-period data on gasoline supply, demand, inventories, or refining conditions."
1994-10-03,1.12,1.105,1.136,1.153,1.078,1.092,1.109,1.205,1.231,The price of oil was low in the early 1980s,"The article notes that oil prices were low in the early 1980s, indicating a period of weaker crude costs that typically reduces gasoline input costs. No specific U.S. gasoline market details, supply disruptions, refinery conditions, or current pricing data were provided."
1994-10-10,1.114,1.1,1.137,1.147,1.072,1.087,1.103,1.178,1.231,"The gas guzzler tax rates were expected to raise revenue, but a direct tax on gasoline, oil would have more significant effects on the economy.","The article notes that “gas guzzler” tax rates were expected to raise revenue, but argues that a direct tax on gasoline and oil would have larger economy-wide impacts. It provides no specific updates on current gasoline supply, demand, refining, inventories, or near-term policy changes affecting pump prices."
1994-10-17,1.106,1.098,1.138,1.146,1.069,1.073,1.096,1.16,1.229,"Objective facts about the Economy and Energy situation:
The price of gasoline reached nearly $20 a gallon in the United States on October 19, 1994. 
Economic analysts suggested that a political or military crisis increased U.S. retail gasoline prices by five cents per gallon.","The articles report that U.S. gasoline prices reached nearly $20 per gallon on October 19, 1994. Economic analysts also said a political or military crisis increased U.S. retail gasoline prices by about five cents per gallon."
